%, jaw1 [g], jaw2 [g], time [ms], gripForce [g]
DATA,2.0616,1.9864,393988,4.0480
DATA,0.6093,1.6712,394013,2.2805
DATA,0.6854,1.6867,394037,2.3721
DATA,0.7439,1.4820,394062,2.2258
DATA,0.7426,1.5919,394086,2.3345
DATA,0.7939,1.5777,394111,2.3715
DATA,0.7999,1.7465,394135,2.5464
DATA,0.7951,1.6544,394160,2.4496
DATA,0.6797,1.5797,394184,2.2594
DATA,0.8012,1.5536,394209,2.3549
DATA,0.9112,1.5792,394233,2.4904
DATA,0.7958,1.7399,394258,2.5357
DATA,0.7026,1.6170,394282,2.3196
DATA,0.7421,1.5123,394319,2.2544
DATA,0.7359,1.5321,394344,2.2680
DATA,0.7652,1.7499,394368,2.5151
DATA,0.6955,1.6214,394393,2.3169
DATA,1.6719,5.2158,394417,6.8878
DATA,7.0531,12.4530,394442,19.5061
DATA,7.8940,14.8242,394466,22.7181
DATA,9.1469,15.4883,394491,24.6352
DATA,10.8179,16.9342,394515,27.7521
DATA,12.6360,19.0292,394540,31.6652
DATA,14.8602,20.8206,394564,35.6808
DATA,16.6821,22.6912,394589,39.3733
DATA,17.5311,24.8064,394613,42.3375
DATA,17.7475,25.9755,394638,43.7230
DATA,18.5619,28.2794,394675,46.8413
DATA,19.7437,29.0667,394699,48.8104
DATA,20.4543,29.1525,394724,49.6069
DATA,20.3642,29.2986,394748,49.6628
DATA,20.4764,30.4118,394773,50.8882
DATA,21.3123,31.5491,394797,52.8615
DATA,22.5757,31.5535,394822,54.1292
DATA,22.6162,29.9053,394846,52.5214
DATA,21.6148,28.5070,394871,50.1219
DATA,20.7174,27.7791,394895,48.4965
DATA,19.7663,27.0772,394920,46.8434
DATA,19.1272,25.8846,394945,45.0119
DATA,19.1027,25.1310,394969,44.2337
DATA,19.1642,25.3235,395006,44.4877
DATA,19.1350,24.6002,395030,43.7352
DATA,18.4482,22.3984,395055,40.8466
DATA,16.2049,18.4342,395079,34.6391
DATA,11.1215,11.7021,395104,22.8236
DATA,4.9428,4.3129,395128,9.2556
DATA,1.0445,1.6936,395153,2.7381
DATA,0.7595,1.5111,395178,2.2706
DATA,0.8154,1.4810,395202,2.2964
DATA,0.7336,1.6125,395227,2.3461
DATA,0.7977,1.6593,395251,2.4570
DATA,0.8560,1.5972,395276,2.4532
DATA,0.6864,1.5562,395300,2.2425
